state,district,name,state_rank,national_rank,college_readiness_score,tested_ap_ib,pass_ap_ib,math_score,math_proficient,math_not_proficient,reading_score,reading_proficient,reading_not_proficient,student_teacher_ratio,street_address,city,total_enrollment,total_economically_disadvantaged,receives_title_i_funding,ap_student_performance_participation_rate,ap_student_performance_participant_passing_rate,ap_student_performance_exam_per_test_taker,ap_student_performance_exam_pass_rate
Michigan,Detroit Public Schools,Mumford High School,,Unranked,2.5,10.0%,0%,1.1,0%,100%,1.7,15.00%,85.00%,18:1,17525 WYOMING ST,"DETROIT, MI 48221","1,033",68.00%,Yes,10.0%,0%,1.1,0%
Michigan,Munising Public Schools,Munising High And Middle School,,Unranked,29.4,43.00%,59.00%,2.1,34.00%,66.00%,2.6,63.00%,37.00%,19:1,810 EAST STATE HWY M28,"MUNISING, MI 49862",301,39.00%,Yes,43.00%,59.00%,1,59.00%
Michigan,Muskegon Heights School District,Muskegon Heights Adult/Comm. Ed.,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,11:1,160 EAST BARNEY AVE,"MUSKEGON, MI 49444",76,89.00%,Yes,,,,
Michigan,Muskegon Heights School District,Muskegon Heights High School,,Unranked,N/A,,,1.2,3.00%,97.00%,1.5,11.00%,89.00%,14:1,2441 SANFORD ST,"MUSKEGON, MI 49444",339,77.00%,Yes,,,,
Michigan,Muskegon Public Schools Of The City Of,Muskegon High School,,Unranked,9.6,8.00%,13.00%,1.5,5.00%,95.00%,2.1,33.00%,67.00%,18:1,80 WEST SOUTHERN AVE,"MUSKEGON, MI 49441","1,136",80.0%,Yes,8.00%,12.00%,1.4,13.00%
Michigan,Napoleon Community Schools,Napoleon High School,,Unranked,16.4,27.00%,48.00%,1.9,22.00%,78.00%,2.6,56.00%,44.00%,20:1,201 WEST AVE,"NAPOLEON, MI 49261",464,41.00%,No,27.00%,48.00%,1.7,48.00%
Michigan,Negaunee Public Schools,Negaunee High School,,Unranked,N/A,,,2.1,32.00%,68.00%,2.6,58.00%,42.00%,17:1,500 WEST ARCH ST,"NEGAUNEE, MI 49866",443,26.00%,Yes,,,,
Michigan,Fitzgerald Public Schools,Neigebaur Alternative Education Center,,Unranked,N/A,,,1.2,0%,100%,1.8,18.00%,82.00%,22:1,23020 RYAN RD,"WARREN, MI 48091",89,70.0%,Yes,,,,
Michigan,Macomb Isd,Neil E. Reid High School,,Unranked,N/A,,,1,0%,100%,1.7,19.00%,81.00%,6:1,37701 HARPER AVE,"CLINTON TOWNSHIP, MI 48036",78,42.00%,No,,,,
Michigan,Cedar Springs Public Schools,New Beginnings Alternative High School,,Unranked,N/A,,,1.1,0%,100%,1.7,12.00%,88.00%,13:1,204 EAST MUSKEGON ST,"CEDAR SPRINGS, MI 49319",74,74.00%,Yes,,,,
Michigan,New Buffalo Area Schools,New Buffalo Senior High School,,Unranked,N/A,,,2,23.00%,77.00%,2.8,72.00%,28.00%,12:1,1112 EAST CLAY ST,"NEW BUFFALO, MI 49117",253,36.00%,Yes,,,,
Michigan,Big Rapids Public Schools,New Directions High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,29:1,14980 215TH AVE,"BIG RAPIDS, MI 49307",43,86.00%,Yes,,,,
Michigan,New Haven Community Schools,New Haven High School,,Unranked,N/A,,,1.4,6.00%,94.00%,2.1,29.00%,71.00%,20:1,57700 GRATIOT AVE,"NEW HAVEN, MI 48048",332,37.00%,Yes,,,,
Michigan,New Lothrop Area Public Schools,New Lothrop High School,,Unranked,N/A,,,1.9,24.00%,76.00%,2.5,54.00%,46.00%,17:1,9285 EASTON RD,"NEW LOTHROP, MI 48460",389,21.00%,Yes,,,,
Michigan,Allendale Public Schools,New Options High School,,Unranked,N/A,,,1.6,8.00%,92.00%,2,19.00%,81.00%,52:1,6633 LAKE MICHIGAN DR,"ALLENDALE, MI 49401",79,71.00%,Yes,,,,
Michigan,Tahquamenon Area Schools,Newberry High School,,Unranked,N/A,,,1.9,22.00%,78.00%,2.5,56.00%,44.00%,19:1,700 NEWBERRY AVE,"NEWBERRY, MI 49868",268,46.00%,Yes,,,,
Michigan,Niles Community Schools,Niles Comm. Schools Adult Education,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,32:1,111 SPRUCE ST,"NILES, MI 49120",53,42.00%,No,,,,
Michigan,Troy School District,Niles Community High School,,Unranked,N/A,,,1.5,0%,100%,1.9,28.00%,72.00%,15:1,201 WEST SQUARE LAKE RD,"TROY, MI 48098",149,30.0%,No,,,,
Michigan,North Adams-Jerome Public Schools,North Adams-Jerome Middle/High School,,Unranked,N/A,,,1.9,22.00%,78.00%,2.4,47.00%,53.00%,17:1,4555 KNOWLES RD,"NORTH ADAMS, MI 49262",268,49.00%,Yes,,,,
Michigan,North Branch Area Schools,North Branch High School,,Unranked,17.3,24.00%,56.00%,1.9,21.00%,79.00%,2.4,48.00%,52.00%,22:1,6598 BRUSH ST,"NORTH BRANCH, MI 48461",811,44.00%,No,24.00%,61.00%,2.2,56.00%
Michigan,North Central Area Schools,North Central Area Junior/Senior High School,,Unranked,N/A,,,1.7,12.00%,88.00%,2.5,50.0%,50.0%,14:1,3795 HWY US 2 AND 41,"POWERS, MI 49874",170,49.00%,Yes,,,,
Michigan,Farmington Public School District,North Farmington High School,,Unranked,32.8,40.0%,76.00%,2.4,51.00%,49.00%,2.9,73.00%,27.00%,19:1,32900 WEST 13 MILE RD,"FARMINGTON HILLS, MI 48334","1,311",19.00%,No,40.0%,75.00%,3,76.00%
Michigan,Comstock Park Public Schools,North Kent High School,,Unranked,N/A,,,1.4,0%,100%,1.7,25.00%,75.00%,14:1,475 6 MILE RD NW,"COMSTOCK PARK, MI 49321",92,52.00%,Yes,,,,
Michigan,Lake Shore Public Schools (Macomb),North Lake High School,,Unranked,N/A,,,1.3,0%,100%,1.9,19.00%,81.00%,27:1,23340 ELMIRA ST,"SAINT CLAIR SHORES, MI 48082",159,43.00%,Yes,,,,
Michigan,North Muskegon Public Schools,North Muskegon High School,,Unranked,27.4,36.00%,65.00%,2.2,39.00%,61.00%,2.9,68.00%,32.00%,20:1,1507 MILLS AVE,"MUSKEGON, MI 49445",287,25.00%,Yes,36.00%,67.00%,1.8,65.00%
Michigan,North Star Academy,North Star Academy,,Unranked,N/A,,,1.3,0%,100%,1.7,7.00%,93.00%,13:1,3030 WRIGHT ST,"MARQUETTE, MI 49855",252,62.00%,Yes,,,,
Michigan,Flint School District Of The City Of,Northern High School,,Unranked,N/A,,,1.2,1.00%,99.00%,1.8,19.00%,81.00%,16:1,G3284 MACKIN RD,"FLINT, MI 48504",837,76.00%,Yes,,,,
Michigan,Kalkaska Public Schools,Northside Educational Center,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,14:1,405 EAST DRESDEN ST,"KALKASKA, MI 49646",69,77.00%,Yes,,,,
Michigan,Northview Public Schools,Northview Alternative High School,,Unranked,N/A,,,1.3,0%,100%,2.2,40.0%,60.0%,25:1,3801 EAST BELTLINE SE,"GRAND RAPIDS, MI 49525",156,58.00%,Yes,,,,
Michigan,Northwest Academy,Northwest Academy,,Unranked,N/A,,,1.8,21.00%,79.00%,2.7,78.00%,22.00%,14:1,115 WEST HURLBUT ST,"CHARLEVOIX, MI 49720",132,42.00%,Yes,,,,
Michigan,Northwest Community Schools,Northwest Alternative High School,,Unranked,N/A,,,1.3,11.00%,89.00%,2.4,50.0%,50.0%,24:1,4100 VAN HORN RD,"JACKSON, MI 49201",121,66.00%,Yes,,,,
Michigan,Northwest Community Schools,Northwest High School,,Unranked,13.6,20.0%,51.00%,1.9,26.00%,74.00%,2.7,65.00%,35.00%,21:1,4200 VAN HORN RD,"JACKSON, MI 49201",896,35.00%,No,20.0%,58.00%,1.5,51.00%
Michigan,Detroit Public Schools,Northwestern High School,,Unranked,N/A,,,1.1,0%,100%,1.7,10.0%,90.0%,18:1,6050 LINWOOD ST,"DETROIT, MI 48208",637,84.00%,Yes,,,,
Michigan,Flint School District Of The City Of,Northwestern High School,,Unranked,N/A,,,1.3,3.00%,97.00%,1.8,16.00%,84.00%,16:1,G2138 WEST CARPENTER RD,"FLINT, MI 48505",746,79.00%,Yes,,,,
Michigan,Norway-Vulcan Area Schools,Norway High School,,Unranked,11.3,23.00%,33.00%,2.2,45.00%,55.00%,2.5,56.00%,44.00%,22:1,300 SECTION ST,"NORWAY, MI 49870",245,31.00%,Yes,23.00%,33.00%,1,33.00%
Michigan,Novi Community School District,Novi Adult Education,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,16:1,25549 TAFT RD,"NOVI, MI 48374",32,25.00%,Yes,,,,
Michigan,Novi Community School District,Novi High School,,Unranked,44,51.00%,83.00%,2.7,63.00%,37.00%,3,74.00%,26.00%,20:1,24062 TAFT RD,"NOVI, MI 48375","2,022",8.00%,No,51.00%,82.00%,3.7,83.00%
Michigan,Oak Park School District Of The City Of,Oak Park Alternative Education Center,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12901 ALBANY,"OAK PARK, MI 48237",467,69.00%,No,,,,
Michigan,Oak Park School District Of The City Of,Oak Park High School,,Unranked,3.4,11.00%,9.00%,1.2,1.00%,99.00%,1.9,23.00%,77.00%,21:1,13701 OAK PARK BLVD,"OAK PARK, MI 48237","1,442",75.00%,Yes,11.00%,8.00%,1.2,9.00%
Michigan,West Bloomfield School District,Oakland Early College,,Unranked,N/A,,,2.1,22.00%,78.00%,2.9,74.00%,26.00%,31:1,27055 ORCHARD LAKE RD,"FARMINGTON HILLS, MI 48334",194,13.00%,No,,,,
Michigan,Oakland International Academy,Oakland International Academy-Middle/High,,Unranked,N/A,,,1.3,7.00%,93.00%,1.4,7.00%,93.00%,24:1,8228 CONANT ST,"DETROIT, MI 48211",323,96.00%,Yes,,,,
Michigan,Mt. Pleasant City School District,Oasis Alternative Ed. School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,19:1,3480 SOUTH ISABELLA RD,"MOUNT PLEASANT, MI 48858",97,56.00%,Yes,,,,
Michigan,Shelby Public Schools,Oceana High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,18:1,2930 WEST WINSTON RD,"ROTHBURY, MI 49452",99,85.00%,Yes,,,,
Michigan,Shepherd Public Schools,Odyssey Middle/High School,,Unranked,N/A,,,1.1,0%,100%,1.8,25.00%,75.00%,13:1,3441 SOUTH WISE RD,"MOUNT PLEASANT, MI 48858",78,68.00%,Yes,,,,
Michigan,West Branch-Rose City Area Schools,Ogemaw Heights High School,,Unranked,7.4,12.00%,50.0%,1.9,20.0%,80.0%,2.4,52.00%,48.00%,20:1,960 SOUTH M 33,"WEST BRANCH, MI 48661",779,51.00%,Yes,12.00%,50.0%,1.4,50.0%
Michigan,Old Redford Academy,Old Redford Academy - High,,Unranked,N/A,,,1.3,3.00%,97.00%,1.9,19.00%,81.00%,17:1,8001 WEST OUTER DR,"DETROIT, MI 48235",856,75.00%,Yes,,,,
Michigan,Carrollton Public Schools,Omni Adult And Alternative Education,,Unranked,N/A,,,1.4,3.00%,97.00%,2,23.00%,77.00%,23:1,479 SHATTUCK RD,"SAGINAW, MI 48604",182,72.00%,Yes,,,,
Michigan,Onaway Area Community School District,Onaway Senior High School,,Unranked,N/A,,,1.8,19.00%,81.00%,2.3,44.00%,56.00%,15:1,4549 M 33,"ONAWAY, MI 49765",192,58.00%,Yes,,,,
Michigan,Onekama Consolidated Schools,Onekama Middle/High School,,Unranked,N/A,,,2.1,38.00%,62.00%,2.5,64.00%,36.00%,22:1,5016 MAIN ST,"ONEKAMA, MI 49675",227,40.0%,Yes,,,,
Michigan,Onsted Community Schools,Onsted Community High School,,Unranked,14.5,21.00%,53.00%,2,24.00%,76.00%,2.7,67.00%,33.00%,23:1,10109 SLEE RD,"ONSTED, MI 49265",542,30.0%,Yes,21.00%,57.00%,1.8,53.00%
Michigan,Monroe Public Schools,Orchard Center High School,,Unranked,N/A,,,1.3,0%,100%,1.7,12.00%,88.00%,N/A,1750 OAK ST,"MONROE, MI 48161",158,72.00%,Yes,,,,
Michigan,Orchard View Schools,Orchard View High School,,Unranked,N/A,,,1.7,13.00%,87.00%,2.2,44.00%,56.00%,23:1,16 NORTH QUARTERLINE RD,"MUSKEGON, MI 49442",690,63.00%,Yes,,,,
Michigan,Detroit Public Schools,Osborn Upper School Of Global Communications And C,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,8:1,11600 EAST 7 MILE RD,"DETROIT, MI 48205",130,68.00%,Yes,,,,
Michigan,Gibraltar School District,Oscar A. Carlson High School,,Unranked,18.9,35.00%,32.00%,1.8,17.00%,83.00%,2.5,58.00%,42.00%,22:1,30550 WEST JEFFERSON AVE,"ROCKWOOD, MI 48173","1,199",29.00%,No,35.00%,39.00%,2.2,32.00%
Michigan,Otsego Public Schools,Otsego High School,,Unranked,25.7,34.00%,64.00%,2.2,36.00%,64.00%,2.7,66.00%,34.00%,22:1,550 WASHINGTON ST,"OTSEGO, MI 49078",707,33.00%,No,34.00%,68.00%,2.1,64.00%
Michigan,Otsego Public Schools,Otsego West Campus High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,68:1,570 WASHINGTON ST,"OTSEGO, MI 49078",68,62.00%,Yes,,,,
Michigan,Grand Rapids Public Schools,Ottawa Hills High School,,Unranked,9.2,34.00%,2.00%,1.2,1.00%,99.00%,1.9,22.00%,78.00%,14:1,2055 ROSEWOOD AVE SE,"GRAND RAPIDS, MI 49506",651,88.00%,Yes,34.00%,3.00%,1.5,2.00%
Michigan,Ovid-Elsie Area Schools,Ovid-Elsie Comm. Ed./Alt. H.S.,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,52:1,615 NORTH MAIN ST,"OVID, MI 48866",52,48.00%,Yes,,,,
Michigan,Ovid-Elsie Area Schools,Ovid-Elsie High School,,Unranked,2.3,9.00%,0%,2.1,32.00%,68.00%,2.6,62.00%,38.00%,19:1,8989 EAST COLONY RD,"ELSIE, MI 48831",556,26.00%,No,9.00%,0%,1.1,0%
Michigan,Owosso Public Schools,Owosso High School,,Unranked,23.1,33.00%,64.00%,1.9,24.00%,76.00%,2.5,55.00%,45.00%,21:1,765 EAST NORTH ST,"OWOSSO, MI 48867","1,042",47.00%,Yes,33.00%,61.00%,2.7,64.00%
Michigan,Alpena Public Schools,Oxbow Aces Academy/Alternative And Adult Ed,,Unranked,N/A,,,1.3,3.00%,97.00%,2,32.00%,68.00%,24:1,700 PINECREST ST,"ALPENA, MI 49707",186,67.00%,Yes,,,,
Michigan,Oxford Community Schools,Oxford High School,,Unranked,22.2,32.00%,59.00%,2,30.0%,70.0%,2.8,68.00%,32.00%,21:1,745 NORTH OXFORD RD,"OXFORD, MI 48371","1,451",22.00%,Yes,32.00%,60.0%,2.2,59.00%
Michigan,Oxford Community Schools,Oxford Virtual Academy,,Unranked,N/A,,,1.6,18.00%,82.00%,2.4,54.00%,46.00%,N/A,10 NORTH WASHINGTON ST,"OXFORD, MI 48371",105,19.00%,No,,,,
Michigan,Pansophia Academy,Pansophia Academy,,Unranked,N/A,,,1.4,5.00%,95.00%,2,25.00%,75.00%,13:1,52 ABBOTT AVE,"COLDWATER, MI 49036",238,79.00%,Yes,,,,
Michigan,Parchment School District,Parchment High School,,Unranked,7.5,9.00%,68.00%,1.9,18.00%,82.00%,2.6,60.0%,40.0%,20:1,1916 EAST G AVE,"KALAMAZOO, MI 49004",526,44.00%,Yes,9.00%,82.00%,2.3,68.00%
Michigan,Fennville Public Schools,Pearl Alternative/Adult Education School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,11:1,4 MEMORIAL DR,"FENNVILLE, MI 49408",36,58.00%,No,,,,
Michigan,Pellston Public Schools,Pellston Middle/High School,,Unranked,N/A,,,1.9,24.00%,76.00%,2.4,45.00%,55.00%,18:1,172 PARK ST,"PELLSTON, MI 49769",353,53.00%,Yes,,,,
Michigan,Pennfield Schools,Pennfield Senior High School,,Unranked,11.7,14.00%,71.00%,2,27.00%,73.00%,2.6,58.00%,42.00%,22:1,8299 PENNFIELD RD,"BATTLE CREEK, MI 49017",675,41.00%,Yes,14.00%,76.00%,1.3,71.00%
Michigan,Perry Public Schools,Perry High School,,Unranked,23.4,44.00%,33.00%,1.9,23.00%,77.00%,2.7,68.00%,32.00%,19:1,2555 WEST BRITTON RD,"PERRY, MI 48872",497,33.00%,Yes,44.00%,38.00%,1.9,33.00%
Michigan,Perry Public Schools,Perry/Morrice Alternative/Adult Education,,Unranked,N/A,,,1.1,0%,100%,1.2,0%,100%,15:1,2665 WEST BRITTON RD,"PERRY, MI 48872",84,55.00%,No,,,,
Michigan,Detroit Public Schools,Pershing High School,,Unranked,2.9,11.00%,0%,1.1,0%,100%,1.5,9.00%,91.00%,20:1,18875 RYAN RD,"DETROIT, MI 48234",846,83.00%,Yes,11.00%,0%,1,0%
Michigan,Pewamo-Westphalia Community Schools,Pewamo-Westphalia Jr. Sr. High School,,Unranked,49.7,57.00%,72.00%,2.4,51.00%,49.00%,2.9,78.00%,22.00%,20:1,5101 SOUTH CLINTONIA RD,"WESTPHALIA, MI 48894",445,12.00%,Yes,57.00%,82.00%,2.2,72.00%
Michigan,Kalamazoo Public Schools,Phoenix Alternative High School,,Unranked,N/A,,,1.2,0%,100%,1.6,5.00%,95.00%,16:1,1411 OAKLAND DR,"KALAMAZOO, MI 49008",158,82.00%,Yes,,,,
Michigan,North Central Area Schools,Phoenix Alternative High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3719 GROVE LN,"POWERS, MI 49874",70,57.00%,Yes,,,,
Michigan,Pickford Public Schools,Pickford High School,,Unranked,N/A,,,1.4,6.00%,94.00%,2.2,45.00%,55.00%,19:1,333 SOUTH PLEASANT ST,"PICKFORD, MI 49774",161,40.0%,Yes,,,,
Michigan,Pinckney Community Schools,Pinckney Community High School,,Unranked,19.3,27.00%,55.00%,1.9,27.00%,73.00%,2.6,60.0%,40.0%,21:1,10255 DEXTER PINCKNEY RD,"PINCKNEY, MI 48169","1,472",22.00%,Yes,27.00%,63.00%,1.9,55.00%
Michigan,Pinconning Area Schools,Pinconning High School,,Unranked,10.3,23.00%,27.00%,2,26.00%,74.00%,2.6,60.0%,40.0%,21:1,605 WEST 5TH ST,"PINCONNING, MI 48650",548,41.00%,Yes,23.00%,26.00%,1.6,27.00%
Michigan,Grand Rapids Public Schools,Pine Grove Learning Center,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,7:1,2101 52ND ST SE,"GRAND RAPIDS, MI 49519",67,54.00%,No,,,,
Michigan,Pine River Area Schools,Pine River High School,,Unranked,N/A,,,1.7,9.00%,91.00%,2.4,49.00%,51.00%,19:1,17445 PINE RIVER RD,"LEROY, MI 49655",388,48.00%,Yes,,,,
Michigan,Hamilton Community Schools,Pioneer Tech High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,38:1,4911 136TH AVE,"HAMILTON, MI 49419",38,55.00%,Yes,,,,
Michigan,Vassar Public Schools,Pioneer Work And Learn Center,,Unranked,N/A,,,1.3,3.00%,97.00%,1.9,20.0%,80.0%,15:1,150 ENTERPRISE DR,"VASSAR, MI 48768",146,98.00%,Yes,,,,
Michigan,Plainwell Community Schools,Plainwell High School,,Unranked,26,37.00%,51.00%,2.1,35.00%,65.00%,2.8,67.00%,33.00%,20:1,684 STARR RD,"PLAINWELL, MI 49080",844,28.00%,No,37.00%,59.00%,2.5,51.00%
Michigan,Plymouth Educational Center,Plymouth Educational Center Preparatory High Schoo,,Unranked,N/A,,,1.3,0%,100%,2,24.00%,76.00%,18:1,7375 WOODWARD AVE,"DETROIT, MI 48202",336,43.00%,Yes,,,,
Michigan,Plymouth-Canton Community Schools,Plymouth High School,,Unranked,38.2,41.00%,88.00%,2.7,60.0%,40.0%,2.9,72.00%,28.00%,22:1,8400 NORTH BECK RD,"CANTON, MI 48187","2,061",12.00%,Yes,41.00%,91.00%,2.7,88.00%
Michigan,Pontiac Academy For Excellence,Pontiac Academy For Excellence - High School,,Unranked,N/A,,,1.4,8.00%,92.00%,2,23.00%,77.00%,17:1,196 CESAR EAST CHAVEZ AVE,"PONTIAC, MI 48342",331,70.0%,Yes,,,,
Michigan,Pontiac City School District,Pontiac High School,,Unranked,N/A,,,1.2,3.00%,97.00%,1.7,16.00%,84.00%,17:1,1051 ARLENE AVE,"PONTIAC, MI 48340","1,597",69.00%,Yes,,,,
Michigan,Port Huron Area School District,Port Huron High School,,Unranked,10.9,22.00%,32.00%,1.7,14.00%,86.00%,2.4,50.0%,50.0%,20:1,2215 COURT ST,"PORT HURON, MI 48060","1,464",54.00%,Yes,22.00%,33.00%,1.8,32.00%
Michigan,Port Huron Area School District,Port Huron Northern High School,,Unranked,20.9,32.00%,53.00%,2,26.00%,74.00%,2.7,67.00%,33.00%,22:1,1799 KRAFFT RD,"PORT HURON, MI 48060","1,367",39.00%,No,32.00%,53.00%,2.8,53.00%
Michigan,Portage Public Schools,Portage Central High School,,Unranked,25.6,27.00%,67.00%,2.4,47.00%,53.00%,2.9,75.00%,25.00%,22:1,8135 SOUTH WESTNEDGE AVE,"PORTAGE, MI 49002","1,343",18.00%,No,27.00%,66.00%,1.7,67.00%
Michigan,Portage Public Schools,Portage Community High School,,Unranked,N/A,,,1.2,0%,100%,1.6,17.00%,83.00%,21:1,1010 WEST MILHAM AVE,"PORTAGE, MI 49024",249,75.00%,Yes,,,,
Michigan,Portage Public Schools,Portage Northern High School,,Unranked,34.6,20.0%,63.00%,2.3,39.00%,61.00%,2.8,68.00%,32.00%,21:1,1000 IDAHO AVE,"PORTAGE, MI 49024","1,315",23.00%,No,20.0%,64.00%,1.7,63.00%
Michigan,Portland Public Schools,Portland High School,,Unranked,10.6,15.00%,65.00%,2.3,42.00%,58.00%,2.6,53.00%,47.00%,17:1,1100 IONIA RD,"PORTLAND, MI 48875",617,29.00%,Yes,15.00%,64.00%,1.4,65.00%
Michigan,Potterville Public Schools,Potterville High School,,Unranked,N/A,,,1.9,19.00%,81.00%,2.8,64.00%,36.00%,16:1,422 NORTH HIGH ST,"POTTERVILLE, MI 48876",270,40.0%,Yes,,,,
Michigan,Presque Isle Academy Ii,Presque Isle Academy Ii,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,31:1,21045 M 68 HWY,"ONAWAY, MI 49765",61,85.00%,No,,,,
Michigan,Fremont Public School District,Quest High School,,Unranked,N/A,,,1.2,7.00%,93.00%,1.6,14.00%,86.00%,23:1,350 CEDAR ST,"FREMONT, MI 49412",79,77.00%,Yes,,,,
Michigan,North Branch Area Schools,Quest High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,24:1,6655 JEFFERSON RD,"NORTH BRANCH, MI 48461",63,79.00%,Yes,,,,
Michigan,Quincy Community Schools,Quincy High School,,Unranked,10.4,15.00%,60.0%,2.1,32.00%,68.00%,2.5,55.00%,45.00%,20:1,18 COLFAX ST,"QUINCY, MI 49082",357,32.00%,Yes,15.00%,60.0%,1.7,60.0%
Michigan,Redford Union Schools District No. 1,Redford Union High School,,Unranked,6.1,13.00%,19.00%,1.6,12.00%,88.00%,2.3,41.00%,59.00%,19:1,17711 KINLOCH,"REDFORD, MI 48240","1,019",50.0%,Yes,13.00%,27.00%,1.6,19.00%
Michigan,Reed City Area Public Schools,Reed City High School,,Unranked,N/A,,,1.8,15.00%,85.00%,2.4,53.00%,47.00%,22:1,225 WEST CHURCH AVE,"REED CITY, MI 49677",505,52.00%,Yes,,,,
Michigan,Reese Public Schools,Reese High School,,Unranked,N/A,,,2,30.0%,70.0%,2.7,67.00%,33.00%,19:1,1696 SOUTH VAN BUREN RD,"REESE, MI 48757",359,34.00%,Yes,,,,
Michigan,Reeths-Puffer Schools,Reeths-Puffer High School,,Unranked,18.5,22.00%,66.00%,1.8,18.00%,82.00%,2.5,56.00%,44.00%,19:1,1545 NORTH ROBERTS RD,"MUSKEGON, MI 49445","1,196",43.00%,Yes,22.00%,78.00%,2.2,66.00%
Michigan,Relevant Academy Of Eaton County,Relevant Academy Of Eaton County,,Unranked,N/A,,,1.2,0%,100%,1.8,23.00%,77.00%,69:1,512 EAST LOVETT ST,"CHARLOTTE, MI 48813",137,66.00%,Yes,,,,
Michigan,Plainwell Community Schools,Renaissance High School,,Unranked,N/A,,,1.3,0%,100%,1.8,29.00%,71.00%,72:1,422 ACORN ST,"PLAINWELL, MI 49080",72,67.00%,Yes,,,,
Michigan,Republic-Michigamme Schools,Republic-Michigamme School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,14:1,227 MAPLE ST,"REPUBLIC, MI 49879",140,54.00%,Yes,,,,
Michigan,Richmond Community Schools,Richmond Community High School,,Unranked,5.8,8.00%,50.0%,1.9,20.0%,80.0%,2.6,58.00%,42.00%,22:1,35320 DIVISION RD,"RICHMOND, MI 48062",644,23.00%,Yes,8.00%,62.00%,1.4,50.0%
Michigan,River Rouge School District Of The City Of,River Rouge High School,,Unranked,N/A,,,1.1,0%,100%,1.6,8.00%,92.00%,21:1,1460 WEST COOLIDGE HWY,"RIVER ROUGE, MI 48218",522,83.00%,Yes,,,,
Michigan,Rockford Public Schools,River Valley Academy,,Unranked,N/A,,,1.5,6.00%,94.00%,2,30.0%,70.0%,24:1,350 NORTH MAIN ST,"ROCKFORD, MI 49341",90,37.00%,No,,,,
Michigan,Dundee Community Schools,Riverside Academy,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,17:1,445 TOLEDO ST,"DUNDEE, MI 48131",52,44.00%,No,,,,
Michigan,Detroit Public Schools,Riverside Preparatory Middle College Academy,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,26:1,30 JOSEPHINE ST,"DETROIT, MI 48202",157,68.00%,Yes,,,,
Michigan,Riverview Community School District,Riverview Community High School,,Unranked,24.1,28.00%,73.00%,2.1,31.00%,69.00%,2.9,79.00%,21.00%,24:1,12431 LONGSDORF ST,"RIVERVIEW, MI 48193",978,25.00%,Yes,28.00%,80.0%,1.8,73.00%
Michigan,East China School District,Riverview East High School,,Unranked,N/A,,,1.3,4.00%,96.00%,1.5,8.00%,92.00%,11:1,301 NORTH 6TH ST,"SAINT CLAIR, MI 48079",135,59.00%,Yes,,,,
Michigan,Ann Arbor Public Schools,Roberto Clemente Center,,Unranked,N/A,,,1.4,4.00%,96.00%,2,19.00%,81.00%,8:1,4377 TEXTILE RD,"YPSILANTI, MI 48197",90,72.00%,Yes,,,,
Michigan,Westwood Community School District,Robichaud Senior High School,,Unranked,N/A,,,1.1,0%,100%,1.6,11.00%,89.00%,11:1,3601 JANET ST,"DEARBORN HEIGHTS, MI 48125",417,73.00%,Yes,,,,
Michigan,Rochester Community School District,Rochester Adult Education,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,8:1,480 EAST AUBURN RD,"ROCHESTER HILLS, MI 48307",71,27.00%,No,,,,
Michigan,Rockford Public Schools,Rockford High School,,Unranked,30.6,34.00%,89.00%,2.4,50.0%,50.0%,2.9,74.00%,26.00%,20:1,4100 KROES ST NE,"ROCKFORD, MI 49341","1,879",12.00%,Yes,34.00%,87.00%,2.3,89.00%
Michigan,Rogers City Area Schools,Rogers City High School,,Unranked,N/A,,,1.9,17.00%,83.00%,2.9,74.00%,26.00%,19:1,1033 WEST HURON AVE,"ROGERS CITY, MI 49779",325,19.00%,Yes,,,,
